v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22
1427,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2828,2,617457,-0.5,0.5,721430,757501,678144,4292,25085588
1428,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3397,2,502730,-0.5,0.5,815476,864405,766547,4675,25085632
1429,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,9715,2,735000,-0.5,0.5,973782,1061422,915355,-8008,25074936
1430,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8334,2,611687,-0.5,0.5,802127,850255,753999,4353,25074826
1431,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8468,2,132735,-0.5,0.5,926703,991572,861834,-535,25074914
1432,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,9280,-2,89000,-0.5,0.5,796604,860332,740842,5485,25074316
1433,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3484,2,670000,-0.5,0.5,813574,862388,756624,4587,25085545
1434,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2695,2,617000,-0.5,0.5,718176,754085,675085,6051,25085636
1435,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1.5,2,16518,2,772000,-0.5,0.5,1058233,1174639,920663,-2911,25074937
1436,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,9408,2,669120,-0.5,0.5,789908,837302,734614,-4261,25074913
1437,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7693,2,437980,-0.5,0.5,785940,833096,730924,-2638,25074269
1438,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,9409,2,349103,-0.5,0.5,1006482,1087001,925963,-8251,25074899
1439,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6955,-2,112239,-0.5,0.5,843352,885520,784317,-2120,25074855
1440,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2641,-2,407251,-0.5,0.5,700797,742845,651741,3223,25085544
1441,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7785,2,266832,-0.5,0.5,733703,777725,682344,-4562,111396615
1442,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7484,2,534684,-0.5,0.5,666426,713076,619776,-2456,25074313
1443,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8697,-2,100548,-0.5,0.5,863637,915455,794546,-926,25074266
1444,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8438,-2,139451,-0.5,0.5,792731,848222,737240,-3314,25074935
1445,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,9333,2,365551,-0.5,0.5,812504,853129,763754,3947,25074915
1446,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2695,2,582174,-0.5,0.5,713482,756291,677808,4894,25085637
1447,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7000,-2,70681,-0.5,0.5,709396,766148,659738,1872,25074317
1448,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7428,2,62320,-0.5,0.5,635474,705376,590991,-5918,25074841
1449,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8189,2,715000,-0.5,0.5,797122,844949,733352,1737,25074938
1450,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7929,2,734000,-0.5,0.5,832548,874175,774270,1885,25074912
1451,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4922,2,440735,-0.5,0.5,695811,744518,647104,6933,25084952
1452,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3782,2,518262,-0.5,0.5,809459,874216,752797,-44,25085638
1453,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,10417,-2,113674,-0.5,0.5,806265,854641,757889,3018,25074898
1454,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6794,-2,115680,-0.5,0.5,911491,966180,856802,3112,25074824
1455,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2475,2,384469,-0.5,0.5,689372,744522,648010,-3142,25085539
1456,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6969,2,635000,-0.5,0.5,716942,774297,681095,-1840,25074312
1457,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2949,2,660000,-0.5,0.5,797877,853728,734047,3474,25085630
1458,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6098,2,675000,-0.5,0.5,760232,821051,714618,2095,25074934
1459,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6444,2,540000,-0.5,0.5,664420,710929,624555,-2731,25074270
1460,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,11325,2,810000,-0.5,0.5,1102401,1190593,1003185,-5888,25074900
1461,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7141,2,102383,-0.5,0.5,702908,759141,653704,-5705,25074916
1462,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6751,2,128162,-0.5,0.5,737176,796150,685574,4009,25074854
1463,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,93573,-0.5,0.5,731199,782383,687327,-2822,25074318
1464,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2308,2,408524,-0.5,0.5,668402,728558,614930,-2377,25085631
1465,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3225,2,467858,-0.5,0.5,582712,629329,541922,4574,25085018
1466,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,0.5,2,6262,2,229660,-0.5,0.5,703747,767084,654485,-1836,25074939
1467,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6411,2,187664,-0.5,0.5,666630,713294,626632,-1375,25074265
1468,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3564,2,532011,-0.5,0.5,825015,874516,775514,2277,25085618
1469,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2475,2,617000,-0.5,0.5,689162,737403,640921,-677,25085534
1470,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6959,2,335880,-0.5,0.5,656721,709259,604183,-5370,25074827
1471,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4162,2,686663,-0.5,0.5,818530,867642,769418,6345,80384441
1472,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7006,-2,115779,-0.5,0.5,783566,838416,728716,6819,25074413
1473,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3419,2,660000,-0.5,0.5,802511,866712,746335,-628,25085587
1474,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6262,-2,191804,-0.5,0.5,672234,719290,631900,1157,25074337
1475,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2420,2,612000,-0.5,0.5,662081,715047,628977,-7625,25085617
1476,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,335403,-0.5,0.5,721529,772036,663807,-5545,25074933
1477,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7337,2,623811,-0.5,0.5,794767,850401,731186,-764,25074410
1478,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6262,2,357586,-0.5,0.5,710832,760590,661074,554,25074917
1479,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,568982,-0.5,0.5,778321,825020,731622,1277,25074319
1480,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6217,-2,114485,-0.5,0.5,909303,982047,854745,1195,25074791
1481,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6414,2,617457,-0.5,0.5,775795,830101,721489,-7461,25074842
1482,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6262,2,458215,-0.5,0.5,908454,962961,853947,458,25074940
1483,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6788,2,260786,-0.5,0.5,789017,844248,741676,3864,25074837
1484,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,364652,-0.5,0.5,753315,798514,693050,6476,25074910
1485,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2790,2,617000,-0.5,0.5,720574,763808,677340,2511,25085616
1486,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2475,2,617000,-0.5,0.5,685700,733699,644558,-1374,25085529
1487,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6098,2,529000,-0.5,0.5,680572,728212,632932,1761,25074271
1488,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7325,2,515844,-0.5,0.5,705740,748084,642223,-3587,25074311
1489,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,-2,140945,-0.5,0.5,762888,823919,717115,7931,25074412
1490,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,555000,-0.5,0.5,674551,721770,627332,-1728,25074264
1491,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3689,2,600000,-0.5,0.5,719241,769588,676087,3611,25085615
1492,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,655000,-0.5,0.5,752030,804672,699388,2425,25074411
1493,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6205,2,623337,-0.5,0.5,801496,849586,753406,4130,25074250
1494,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2475,2,617000,-0.5,0.5,679903,734295,639109,-2971,64688965
1495,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6262,-2,175665,-0.5,0.5,762806,816202,724666,-742,25074941
1496,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6333,2,726000,-0.5,0.5,851209,902282,783112,-3727,25074909
1497,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3680,2,200496,-0.5,0.5,719689,762870,676508,1689,25085614
1498,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2475,-2,395867,-0.5,0.5,685606,733598,637614,-4483,25085511
1499,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6510,2,733760,-0.5,0.5,841499,891989,799424,-466,25074828
1500,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,699000,-0.5,0.5,780702,827544,733860,2443,25074404
1501,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,469240,-0.5,0.5,1031486,1144949,928337,-4422,25074843
1502,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6448,2,496056,-0.5,0.5,693157,748610,644636,-7185,25074836
1503,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,680000,-0.5,0.5,793370,848906,745768,5648,25074931
1504,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6098,2,725000,-0.5,0.5,857749,900636,797707,763,25074272
1505,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,642400,-0.5,0.5,791161,846542,727868,-1545,25074852
1506,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,10407,2,592411,-0.5,0.5,824206,881900,774754,1872,25074251
1507,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2471,2,622200,-0.5,0.5,668374,728528,621588,-5778,53041516
1508,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6217,2,400570,-0.5,0.5,772006,826046,725686,-2619,25074792
1509,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,337257,-0.5,0.5,706156,748525,663787,1453,25074263
1510,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6898,2,721000,-0.5,0.5,806222,854595,749786,4374,25074908
1511,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2545,-2,374731,-0.5,0.5,689846,738135,641557,-1459,25085513
1512,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,0.5,2,7406,2,249570,-0.5,0.5,758187,811260,712696,4597,25074930
1513,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6480,2,464666,-0.5,0.5,759430,812590,706270,-886,25074829
1514,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,-1.5,2,1789,-2,145981,0.5,0.5,395440,427075,363805,-2259,25074991
1515,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,9260,2,402213,-0.5,0.5,820787,870034,779748,2799,25074252
1516,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2979,2,617000,-0.5,0.5,716693,759695,673691,4053,25085619
1517,0,2,-0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6199,2,530400,-0.5,0.5,764625,818149,711101,964,25074844
1518,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6448,2,112615,-0.5,0.5,661894,701608,615561,-2545,25074835
1519,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,1,2,9221,-2,166577,-0.5,0.5,807265,855701,742684,-1642,25074907
1520,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-1.5,2,1950,-2,159452,0.5,0.5,407601,468741,354613,993,25083202
1521,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4052,2,670000,-0.5,0.5,791208,854505,735823,-4888,25085515
1522,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,9983,2,749000,-0.5,0.5,1181752,1347197,1039942,11021,25074402
1523,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,198468,-0.5,0.5,685823,733831,630957,2187,25074851
1524,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3658,2,670000,-0.5,0.5,794278,849877,730736,-4000,25085492
1525,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,294623,-0.5,0.5,740846,792705,696395,-4608,25074262
1526,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2475,2,448880,-0.5,0.5,685536,740379,637548,-526,25085628
1527,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2481,2,617000,-0.5,0.5,687317,742302,646078,-3359,25085516
1528,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,1,2,11301,-2,218206,-0.5,0.5,809817,866504,745032,-639,25074929
1529,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6800,2,564531,-0.5,0.5,712044,761887,669321,-2176,25074253
1530,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6217,2,632400,-0.5,0.5,718768,769082,661267,-2946,25074793
1531,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6732,2,713394,-0.5,0.5,827394,877038,769476,2953,25074906
1532,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6549,2,138692,-0.5,0.5,657544,703572,611516,-1199,25074830
1533,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7121,-2,294893,-0.5,0.5,795847,843598,748096,4098,25074401
1534,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6201,2,630221,-0.5,0.5,804448,852715,756181,-1006,25074821
1535,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3951,2,617000,-0.5,0.5,717656,760715,674597,669,25085494
1536,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,-2,253336,-0.5,0.5,794401,850009,746737,3735,25074845
1537,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6686,2,559956,-0.5,0.5,703611,759900,654358,-3101,25074834
1538,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,-2,363967,-0.5,0.5,666281,719583,626304,-7962,25085555
1539,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6637,2,720000,-0.5,0.5,794811,842500,739174,6698,25074928
1540,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,86212,-0.5,0.5,755139,815550,709831,-5500,25074274
1541,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6279,2,388994,-0.5,0.5,780303,842727,725682,4124,25074850
1542,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,-2,78845,-0.5,0.5,775778,822325,729231,3792,25074254
1543,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,512972,-0.5,0.5,795370,843092,731740,2512,25074261
1544,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,462120,-0.5,0.5,787430,834676,724436,7156,25074905
1545,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6535,-2,201310,-0.5,0.5,807363,855805,758921,5066,25074310
1546,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,662000,-0.5,0.5,783789,830816,728924,772,25074400
1547,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6869,2,569828,-0.5,0.5,787495,834745,732370,-4702,25074275
1548,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6914,2,376934,-0.5,0.5,792907,848410,737404,5037,25074918
1549,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,337054,-0.5,0.5,786759,841832,739553,5502,25074927
1550,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6914,2,655000,-0.5,0.5,752414,805083,699745,1271,25074405
1551,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6477,2,145529,-0.5,0.5,844270,886483,776728,1561,25074255
1552,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6341,2,356098,-0.5,0.5,762220,815575,724109,319,25074794
1553,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6098,2,692905,-0.5,0.5,759326,812479,706173,985,25074846
1554,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7662,2,257926,-0.5,0.5,792208,847663,728831,3155,25074833
1555,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,129578,-0.5,0.5,762561,815940,716807,8539,25074904
1556,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6098,2,102736,-0.5,0.5,720818,778483,663153,5862,25074399
1557,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6441,2,439271,-0.5,0.5,906332,960712,851952,331,25074820
1558,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6507,-2,87605,-0.5,0.5,741886,793818,689954,1778,25074849
1559,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,-2,194115,-0.5,0.5,965634,1033228,907696,-6641,25074919
1560,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7391,2,350344,-0.5,0.5,747202,799506,702370,-2842,25074260
1561,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,138483,-0.5,0.5,806887,863369,766543,5576,25074926
1562,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6098,2,666060,-0.5,0.5,843819,886010,776313,-2860,25074406
1563,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3465,2,348947,-0.5,0.5,659374,705530,619812,4040,25083889
1564,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7536,2,760000,-0.5,0.5,829493,870968,771428,6002,25074256
1565,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,95061,-0.5,0.5,754540,814903,701722,347,25074277
1566,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6914,2,288676,-0.5,0.5,779176,825927,732425,343,25074903
1567,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7673,2,385147,-0.5,0.5,810987,859646,762328,5676,25074832
1568,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6607,-2,63116,-0.5,0.5,672798,719894,625702,-644,25074309
1569,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6984,2,675000,-0.5,0.5,775424,821949,728899,-1754,25074943
1570,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7130,2,677884,-0.5,0.5,793624,849178,738070,4260,25074398
1571,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6969,2,720000,-0.5,0.5,799183,847134,751232,4735,25074920
1572,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7564,2,379014,-0.5,0.5,565159,627326,508643,175,25074847
1573,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6914,2,474393,-0.5,0.5,856511,907902,805120,-1078,25074925
1574,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7979,-2,91516,-0.5,0.5,753109,820889,692860,-7015,25074848
1575,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6957,2,489447,-0.5,0.5,702213,758390,639014,-2943,25074259
1576,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2554,2,617000,-0.5,0.5,681757,736298,640852,-2119,25085613
1577,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7282,2,701760,-0.5,0.5,772844,826943,718745,-4219,25074433
1578,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2497,2,617000,-0.5,0.5,680843,735310,639992,-2621,25085605
1579,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7012,2,683000,-0.5,0.5,814478,863347,765609,6436,25074447
1580,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2525,2,617000,-0.5,0.5,669016,722537,622185,-1539,25085609
1581,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6914,2,98337,-0.5,0.5,754782,807617,701947,-5832,25074473
1582,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6601,-2,130395,-0.5,0.5,716888,767070,659537,-1948,25074323
1583,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7108,-2,116736,-0.5,0.5,776635,830999,722271,-2739,25074461
1584,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7269,2,684000,-0.5,0.5,813816,862645,764987,6106,25074460
1585,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6914,2,386401,-0.5,0.5,766530,820187,720538,-2307,25074486
1586,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6914,2,521954,-0.5,0.5,764658,818184,718779,-56,25074883
1587,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7403,2,563830,-0.5,0.5,823633,873051,774215,4516,25074432
1588,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6915,1,126304,-0.5,0.5,799662,855638,751682,2072,25074472
1589,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6914,2,242784,-0.5,0.5,765778,819382,719831,-2038,25074857
1590,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6462,-2,103534,-0.5,0.5,776858,839007,730247,-1655,25074795
1591,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6439,2,233480,-0.5,0.5,788164,843335,725111,3271,25074882
1592,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6383,2,432840,-0.5,0.5,711117,760895,654228,-832,25074324
1593,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7308,-2,80887,-0.5,0.5,755233,808099,709919,1019,25074887
1594,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6203,-2,123264,-0.5,0.5,757262,810270,711826,5841,25074434
1595,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7267,2,90592,-0.5,0.5,776874,823486,730262,5164,25074487
1596,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6554,2,375422,-0.5,0.5,754698,807527,709416,1889,25074858
1597,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6240,2,575076,-0.5,0.5,788030,843192,724988,5838,25074431
1598,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,394128,-0.5,0.5,799004,846944,743074,1101,25074445
1599,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6534,2,685000,-0.5,0.5,714676,757557,664649,-3680,25074341
1600,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6517,-2,100945,-0.5,0.5,838279,896959,779599,-917,25074881
1601,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,635000,-0.5,0.5,709318,758970,659666,-3416,25074462
1602,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,-2,255512,-0.5,0.5,707511,757037,650910,-2539,25074459
1603,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,88800,-0.5,0.5,772266,818602,725930,3505,25074471
1604,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3193,2,670000,-0.5,0.5,798173,854045,750283,1041,25085610
1605,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3069,2,496493,-0.5,0.5,788548,835861,741235,93,25085612
1606,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6969,2,688500,-0.5,0.5,799123,847070,743184,2511,25074488
1607,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6269,2,416020,-0.5,0.5,849345,900306,781397,-2196,25074430
1608,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6802,-2,434390,-0.5,0.5,847996,898876,788636,-1087,25074880
1609,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2949,2,660000,-0.5,0.5,779849,834438,733058,621,25085608
1610,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6977,2,371494,-0.5,0.5,844333,886550,785230,-3141,25074888
1611,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6317,2,626000,-0.5,0.5,721762,765068,678456,-101,25074325
1612,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7107,2,635000,-0.5,0.5,716847,759858,659499,-5454,25074475
1613,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7206,2,427454,-0.5,0.5,821279,862343,763789,4665,25074859
1614,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4003,2,575100,-0.5,0.5,684966,732914,637018,4253,25074151
