v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23
9943,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,853863104,2,304136,-0.5,0,925115,1054631,823352,-5279,16121889,1
9944,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5225,2,601784,-0.5,0.5,817283,882666,751900,6632,15483059,0
9945,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6969,2,1336410,2,0.5,1057693,1205770,909616,2671,82957164,0
9946,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5150,2,265584,-0.5,0.5,608534,638961,559851,3512,15479129,0
9947,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,62681,-0.5,0.5,526221,589368,473599,785,15488182,0
9948,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3049,2,326672,-0.5,0.5,539682,599047,491111,1702,15484599,0
9949,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,2,2,76665,2,370000,0.5,0.5,516451,542274,485464,1094,15619566,0
9950,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,358000,-0.5,0.5,528495,565490,496785,-1195,15479229,0
9951,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5662,2,408000,-0.5,0.5,469277,516205,412964,2719,15478967,0
9952,0,2,0,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,330996,-0.5,0.5,556357,584175,522976,7480,15488294,0
9953,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4590,2,484826,-0.5,0.5,506613,582605,466084,-11834,15488421,0
9954,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,349650,-0.5,0.5,582373,611492,535783,13834,15483269,0
9955,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5100,2,218368,-0.5,0.5,1258597,1409629,1094979,-8536,15605241,0
9956,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,76603,-0.5,0.5,551389,589986,501764,2355,15487718,0
9957,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,564507,2,0.5,729574,809827,678504,-2168,15488213,0
9958,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6600,2,72433,-0.5,0.5,606256,654756,521380,19667,15479021,0
9959,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,73347,-0.5,0.5,493401,562477,439127,7602,15483349,0
9960,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5510,2,89761,-0.5,0.5,692931,727578,609779,12969,15486618,0
9961,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,60692,-0.5,0.5,582688,617649,541900,2527,15484559,0
9962,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,600000,-0.5,0.5,695264,743932,653548,-472,15478600,0
9963,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6534,2,61482,-0.5,0.5,563519,602965,535343,-3571,15484933,0
9964,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2800,2,83189,-0.5,0.5,592623,628180,545213,8182,15606007,0
9965,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5500,2,87371,-0.5,0.5,600076,642081,552070,5958,15485122,0
9966,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,4000,2,158903,-0.5,0.5,527678,580446,485464,-6505,15486528,0
9967,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-1.5,2,1611,2,440000,1,0.5,557437,602032,523991,-6584,15487991,0
9968,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,704036,-0.5,0.5,766532,858516,712875,13586,15484048,0
9969,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,115231,-0.5,0.5,691659,726242,643243,12721,15487314,0
9970,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2324,2,342308,0.5,0.5,583554,630238,542705,-2809,15478398,0
9971,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,70249,-0.5,0.5,495152,549619,465443,-7867,15482055,0
9972,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2003,2,230514,-0.5,0.5,470594,531771,404711,-4501,15486012,0
9973,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4750,2,1315385,2,0.5,1089896,1286077,926412,-4730,82950541,0
9974,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4636,2,306398,-0.5,0.5,611124,641680,568345,7108,15487286,0
9975,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6098,2,630000,-0.5,0.5,634160,697576,602452,-464,15605626,0
9976,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6969,2,126591,-0.5,0.5,869290,964912,782361,22789,15485039,0
9977,0,2,2,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,116242,-0.5,0.5,789662,844938,734386,24501,15605675,0
9978,0,2,2,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6180,2,406427,-0.5,0.5,765487,826726,719558,-3236,15486562,0
9979,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5750,2,540000,-0.5,0.5,632013,688894,581452,11973,15479069,0
9980,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5662,2,670000,-0.5,0.5,800506,856541,736466,15380,15487787,0
9981,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4680,2,391560,-0.5,0.5,541515,590251,514439,-16651,15488673,0
9982,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5227,2,517642,-0.5,0.5,800748,848793,744696,13846,15605197,0
9983,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3696,2,663000,-0.5,0.5,707800,757346,665332,-3696,15481725,0
9984,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6534,2,437976,-0.5,0.5,793733,865169,722297,33410,15484902,0
9985,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5950,2,208586,-0.5,0.5,603095,645312,554847,-3794,15480850,0
9986,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,2,2,33347,2,259040,-0.5,0.5,504370,580025,418627,67215,15619847,0
9987,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4999,2,93544,-0.5,0.5,652683,685317,613522,13620,15605491,0
9988,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5600,2,420020,-0.5,0.5,672369,712711,638751,7455,15480949,0
9989,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2500,2,395902,-0.5,0.5,595125,624881,553466,-147,15608675,0
9990,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,11000,2,111225,-0.5,0.5,616247,665547,566947,13352,15480578,0
9991,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,92338,-0.5,0.5,641757,673845,596834,7662,15483014,0
9992,0,2,2,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,630000,-0.5,0.5,991125,1139794,852367,-4952,15481280,0
9993,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,82002,-0.5,0.5,628385,659804,571830,15582,15484230,0
9994,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5227,2,470584,-0.5,0.5,594965,624713,553317,4317,15488337,0
9995,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,11100,2,90355,-0.5,0.5,671704,725440,617968,4599,15479910,0
9996,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,506948,-0.5,0.5,669195,742806,615659,-2750,15479162,0
9997,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,81403,-0.5,0.5,645663,697316,606923,-2006,15481914,0
9998,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6969,2,561242,2,0.5,1141233,1289593,1038522,2064,15485655,0
9999,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3034,2,49135,-0.5,0.5,538056,575720,500392,5915,15484156,0
10000,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,78638,-0.5,0.5,593950,629587,558313,8957,15487211,0
10001,0,2,0,-0.5,South San Francisco,-2,1.5,-0.5,1,2,2,119144,2,84397,0.5,0.5,421105,459004,387417,-2043,15620248,0
10002,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5600,2,364140,-0.5,0.5,534551,598697,486441,6445,15485313,0
10003,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2613,2,507892,-0.5,0.5,615684,652625,578743,1072,15606003,0
10004,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3240,2,580998,-0.5,0.5,795265,858886,747549,-4609,15481705,0
10005,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2613,2,77431,-0.5,0.5,647950,693307,609073,9430,15608105,0
10006,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,580000,-0.5,0.5,655799,695147,616451,-2537,15480484,0
10007,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5227,2,390392,-0.5,0.5,583362,624197,542527,4492,15486902,0
10008,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,68459,-0.5,0.5,599527,629503,551565,6199,15484579,0
10009,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6098,2,624240,-0.5,0.5,676730,710566,629359,16062,15481220,0
10010,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,71245,-0.5,0.5,483055,531360,425088,3754,15488578,0
10011,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5227,2,410000,-0.5,0.5,615526,658613,572439,4703,15488768,0
10012,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5253,2,54722,-0.5,0.5,625912,707281,557062,6311,15484034,0
10013,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4680,2,387600,-0.5,0.5,514859,550899,473670,9606,15488648,0
10014,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,99711,-0.5,0.5,728297,786561,684599,-7913,15487369,0
10015,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,13756,2,429774,0.5,0.5,502575,527704,477446,2729,15620111,0
10016,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,13000,2,173279,-0.5,0.5,876617,946746,797721,-2760,15483863,0
10017,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,7200,2,234078,-0.5,0.5,764943,818489,726696,-10737,15605082,0
10018,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,5000,2,97335,-0.5,0.5,691174,732644,656615,-3891,15605357,0
10019,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2500,2,500000,-0.5,0.5,551522,628735,512915,-17104,15608763,0
10020,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,345000,-0.5,0.5,710980,760749,639882,4196,15483297,0
10021,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,5000,2,566044,-0.5,0.5,598596,658456,562680,-3537,15485430,0
10022,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6159,2,0,-0.5,0.5,554852,615886,521561,13168,2121527191,0
10023,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,185051,-0.5,0.5,624303,655518,593088,1682,15481976,0
10024,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,89588,-0.5,0.5,606274,648713,563835,7524,15478678,0
10025,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,460000,-0.5,0.5,622951,654099,585574,2750,15487292,0
10026,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,64469,-0.5,0.5,516352,547333,490534,3407,15488734,0
10027,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,338148,-0.5,0.5,651504,684079,612414,-1033,15480148,0
10028,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6098,2,69845,2,0.5,646667,679000,594934,3021,15485934,0
10029,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4999,2,400000,-0.5,0.5,487469,555715,433847,-6261,15488611,0
10030,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,471702,-0.5,0.5,531039,578833,493866,-2232,15488286,0
10031,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,5000,2,470000,-0.5,0.5,652278,697937,606619,10483,15478694,0
10032,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6359,2,355000,-0.5,0.5,636851,681431,592271,11489,15483488,0
10033,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3049,2,680000,-0.5,0.5,780097,834704,733291,-3543,52393716,0
10034,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5200,2,76806,-0.5,0.5,593866,647314,552295,-6857,15486918,0
10035,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,610000,-0.5,0.5,656890,696303,624046,12197,15481995,0
10036,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5940,2,90960,-0.5,0.5,615937,677531,566662,9980,15484848,0
10037,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,10902,2,279488,-0.5,0.5,815504,856279,750264,8825,15609331,0
10038,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3049,2,450000,-0.5,0.5,302847,363416,248335,-421,15485593,0
10039,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5662,2,600000,-0.5,0.5,632154,663762,594225,6137,15484277,0
10040,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2151,2,181416,-0.5,0.5,501581,546723,456439,-2144,15486021,0
10041,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5358,2,67254,-0.5,0.5,561575,617732,533496,186,15483193,0
10042,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,80792,-0.5,0.5,591213,626686,555740,1956,15487900,0
10043,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,636540,-0.5,0.5,802348,842465,754207,-852,15483094,0
10044,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2526,2,470000,-0.5,0.5,587953,629110,552676,6208,15608269,0
10045,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6534,2,90553,-0.5,0.5,625064,681320,575059,10842,15479963,0
10046,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,78423,-0.5,0.5,611770,654594,568946,359,15479875,0
10047,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,600000,-0.5,0.5,696853,731696,641105,11515,15605365,0
10048,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2178,2,556614,-0.5,0.5,666846,706857,633504,-2539,15469987,0
10049,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5619,2,51540,-0.5,0.5,581943,616860,547026,5762,15484806,0
10050,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,4000,2,400000,-0.5,0.5,445640,476835,405532,2363,15483617,0
10051,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3499,2,501956,-0.5,0.5,659666,692649,613489,10809,15608237,0
10052,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5250,2,803938,-0.5,0.5,872462,924810,793940,10840,15479775,0
10053,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,8424,2,126588,-0.5,0.5,850105,892610,799099,17899,15485541,0
10054,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-1.5,2,1988,2,470038,-0.5,0.5,720817,771274,677568,-3720,15470026,0
10055,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,7840,2,530000,-0.5,0.5,709723,752306,660042,6685,15479653,0
10056,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6534,2,270300,-0.5,0.5,590838,620380,555388,24538,15484249,0
10057,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6098,2,921096,2,0.5,649147,727045,610198,14441,15484322,0
10058,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,350989,-0.5,0.5,537178,580152,499576,-2151,15488536,0
10059,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5880,2,522872,-0.5,0.5,537441,580436,494446,1925,15480811,0
10060,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,8755,2,486268,-0.5,0.5,563588,608675,535409,1550,15478909,0
10061,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4480,2,207966,-0.5,0.5,632519,683121,588243,8081,15486408,0
10062,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,580000,-0.5,0.5,647323,679689,602010,5928,15487827,0
10063,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,112388,-0.5,0.5,499236,549160,464289,639,15483704,0
10064,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,14400,2,105893,-0.5,0.5,688247,750189,640070,247,15487946,0
10065,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4680,2,74230,-0.5,0.5,553450,586657,514708,-1660,15488436,0
10066,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2178,2,395352,-0.5,0.5,505308,535626,464883,-359,15486058,0
10067,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,67259,-0.5,0.5,476836,510215,452994,1102,15482105,0
10068,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6534,2,550000,-0.5,0.5,637659,688672,593023,3093,15479969,0
10069,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2475,2,445000,-0.5,0.5,607165,637523,576807,653,15608953,0
10070,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5768,2,458304,-0.5,0.5,670507,704032,616866,1967,15481154,0
10071,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1.5,2,20459,2,272906,-0.5,0.5,639515,709862,594749,-4782,15478869,0
10072,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4800,2,408000,-0.5,0.5,547308,602039,498050,3420,15484610,0
10073,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,90848,-0.5,0.5,650132,695641,611124,-364,15481982,0
10074,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2400,2,500000,-0.5,0.5,620131,663540,582923,-1313,15608278,0
10075,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,480000,-0.5,0.5,561948,590045,516992,4442,15487406,0
10076,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5227,2,500000,-0.5,0.5,643637,675819,598582,4225,15478815,0
10077,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,176232,-0.5,0.5,521676,558193,490375,-2885,15488403,0
10078,0,2,2,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4241,2,840000,-0.5,0.5,975727,1034271,917183,-2010,55007294,0
10079,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2526,2,749088,-0.5,0.5,867308,962712,789250,-2007,61471910,0
10080,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,470000,-0.5,0.5,520735,572808,473869,-2077,15488543,0
10081,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3497,2,479400,-0.5,0.5,561913,618104,500103,-48,15484743,0
10082,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,8540,2,571456,-0.5,0.5,843972,886171,793334,2269,15609421,0
10083,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,6900,2,101134,-0.5,0.5,532661,585927,490048,-167,15479448,0
10084,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,324628,-0.5,0.5,568973,620181,523455,230,15488540,0
10085,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3499,2,203425,-0.5,0.5,618276,655373,581179,6898,15484413,0
10086,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,7198,2,868790,-0.5,0.5,1068206,1249801,940021,4799,15479777,0
10087,0,2,0,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,5000,2,99022,-0.5,0.5,739581,791352,687810,2340,15484574,0
10088,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,5000,2,109673,-0.5,0.5,714443,757310,664432,-3135,15605128,0
10089,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,5000,2,84878,-0.5,0.5,609167,639625,572617,-3088,15478587,0
10090,0,2,2,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2339,2,688000,-0.5,0.5,839432,889798,789066,-3417,58660950,0
10091,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,97335,-0.5,0.5,654196,699990,621486,6374,15605335,0
10092,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4228,2,681572,-0.5,0.5,815549,864482,758461,-8504,15481677,0
10093,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4500,2,74623,-0.5,0.5,579918,620512,539324,-1840,15487580,0
10094,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3999,2,116290,-0.5,0.5,492080,516684,467476,-267,15484000,0
10095,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,13068,2,106646,0.5,0.5,391949,415466,364513,-1291,15619996,0
10096,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5250,2,90363,-0.5,0.5,649084,688029,603648,1473,15484169,0
10097,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,80970,-0.5,0.5,622611,659968,585254,4994,15478512,0
10098,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,2,2,74205,2,242870,0.5,0.5,395112,422770,371405,2759,15619803,0
10099,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,2,2,172590,2,263000,0.5,0.5,367122,403834,337752,-1745,15619427,0
10100,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,10875,2,608634,-0.5,0.5,709054,744507,659420,-751,15481114,0
10101,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3698,2,660268,1,0.5,732952,776929,688975,-998,15470016,0
10102,0,2,0,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3920,2,89561,-0.5,0.5,629571,661050,591797,2528,15485476,0
10103,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,9800,2,205336,-0.5,0.5,856998,934128,779868,8491,15484836,0
10104,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4356,2,92794,-0.5,0.5,502895,543127,472721,-1010,15479225,0
10105,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3920,2,222580,-0.5,0.5,544831,593866,512141,1387,15483674,0
10106,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5662,2,630000,-0.5,0.5,844050,911574,793407,2495,15483036,0
10107,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4878,2,186270,-0.5,0.5,585026,620128,555775,3101,15479148,0
10108,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3484,2,42177,-0.5,0.5,541084,573549,497797,1056,15485652,0
10109,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2613,2,420106,-0.5,0.5,674770,722004,627536,612,15610034,0
10110,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5320,2,557477,-0.5,0.5,572770,618592,544132,-930,15484814,0
10111,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,8276,2,90553,-0.5,0.5,709835,759523,660147,665,15481048,0
10112,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,3484,2,430000,-0.5,0.5,484296,532726,450395,5618,15488119,0
10113,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2548,2,373340,-0.5,0.5,629535,667307,585468,4490,15608891,0
10114,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4791,2,670000,-0.5,0.5,786838,849785,731759,-4755,15605152,0
10115,0,2,1.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5100,1.5,218545,-0.5,0.5,824793,882529,775305,6879,15604945,0
10116,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0,2,4565,2,168225,-0.5,0.5,578733,613457,544009,-112,15479044,0
10117,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2613,2,345910,-0.5,0.5,612203,642813,569349,519,15608721,0
10118,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,0.5,2,5225,2,475058,-0.5,0.5,624815,668552,574830,-1496,15481361,0
10119,0,2,1,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2236,2,506680,1,0.5,693747,735372,645185,691,15470083,0
10120,0,2,-0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,1,2,10018,2,68459,-0.5,0.5,562834,619117,534692,-1799,15479428,0
10121,0,2,0.5,-0.5,South San Francisco,-2,1.5,-0.5,1,-0.5,2,2572,2,200190,-0.5,0.5,608887,639331,566265,-3177,15608846,0
